tconst,startYear,genre,averageRating,numVotes
tt0158550,1995,Music,8.8,184
tt0158581,2000,Comedy,5.4,766
tt0158622,2000,Family,3.7,26624
tt0158692,1999,Romance,6.8,3315
tt0158703,1998,Documentary,5.4,13
tt0158719,1996,Family,5.6,204
tt0158792,1998,Thriller,5.9,217
tt0158831,1997,History,6.8,307
tt0158871,2000,Drama,5.5,218
tt0158905,1999,Comedy,3.7,157
tt0159052,1998,Drama,5.4,121
tt0159103,1999,Action,4.4,312
tt0159251,1998,Fantasy,6.4,552
tt0159253,1999,Action,6.9,18
tt0159259,1999,Comedy,5.0,354
tt0159272,1999,Drama,6.7,2604
tt0159273,2001,Action,6.4,117909
tt0159290,2004,Music,7.4,597
tt0159352,1999,Documentary,5.6,62
tt0159371,2000,Romance,7.3,208
tt0159379,1999,Action,5.4,384
tt0159382,1998,Crime,7.0,24514
tt0159396,2000,Thriller,3.7,170
tt0159401,1999,Crime,6.6,1240
tt0159431,1996,Mystery,4.3,148
tt0159485,1999,Crime,7.1,5763
tt0159506,1997,Comedy,6.1,61
tt0159603,1999,Action,5.1,760
tt0159624,1999,Comedy,6.4,24
tt0159641,1999,Comedy,6.5,89
tt0159703,1999,Crime,6.0,562
tt0159752,1998,Action,2.9,568
tt0159795,1996,Crime,6.1,50
tt0160009,2000,Crime,5.7,31952
tt0160016,1999,Romance,5.1,503
tt0160059,1997,Adult,6.8,7
tt0160126,1998,Comedy,4.5,24
tt0160236,1999,Comedy,4.0,11723
tt0160275,2001,Drama,7.3,198
tt0160285,1996,Drama,5.2,144
tt0160289,2000,Crime,5.5,1486
tt0160338,1999,Drama,5.9,2828
tt0160399,2001,Mystery,6.2,25184
tt0160401,1999,Crime,6.2,7427
tt0160405,1998,Comedy,3.2,129
tt0160425,2000,Romance,6.2,35
tt0160429,1999,Fantasy,4.4,4485
tt0160463,1997,Drama,5.5,16
tt0160472,1999,Crime,8.2,23
tt0160480,2001,Drama,7.0,15
tt0160495,2000,Crime,4.7,1108
tt0160498,1999,Romance,5.3,653
tt0160508,1999,Action,4.5,115
tt0160540,1999,Drama,5.8,43
tt0160547,2000,Crime,5.0,453
tt0160607,2000,Comedy,7.6,9
tt0160611,2000,Crime,6.3,14699
tt0160616,2000,Drama,5.7,313
tt0160620,1999,Drama,6.0,4948
tt0160672,1999,Crime,6.7,3141
tt0160706,2005,Crime,5.3,941
tt0160768,1999,Comedy,6.9,42
tt0160776,1997,Sport,5.9,54
tt0157030,1998,Drama,6.7,209
tt0157075,1999,Drama,4.3,2614
tt0157688,1998,Fantasy,4.6,127
tt0157913,1998,Comedy,5.8,429
tt0158501,1998,Thriller,4.7,250
tt0159251,1998,Music,6.4,552
tt0159371,2000,Drama,7.3,208
tt0160401,1999,Drama,6.2,7427
tt0160672,1999,Drama,6.7,3141
tt0160706,2005,Thriller,5.3,941
tt0157913,1998,Drama,5.8,429
tt0160859,2000,Thriller,2.8,121
tt0160903,1997,Adult,6.8,100
tt0161023,1999,Comedy,6.7,3760
tt0161077,1997,Adult,7.9,102
tt0161088,2002,Drama,3.2,338
tt0161100,1999,Comedy,7.0,10873
tt0161216,2000,Romance,6.3,2444
tt0161286,1998,Drama,5.9,17
tt0161544,1998,Documentary,5.9,28
tt0161743,1996,Drama,6.5,439
tt0161796,1998,Drama,6.3,78
tt0161860,2001,Drama,7.5,14597
tt0161935,1999,Drama,7.0,1112
tt0161967,1998,Drama,5.3,27
tt0161978,1997,Animation,6.9,475
tt0162030,2001,Sci-Fi,3.3,395
tt0162053,1998,Comedy,5.4,141
tt0162162,1996,Drama,7.9,1109
tt0162203,2001,Romance,5.1,43
tt0162222,2000,Adventure,7.8,676847
tt0162301,1998,Fantasy,5.5,108
tt0162315,1998,Sci-Fi,4.0,411
tt0162346,2001,Comedy,7.3,130972
tt0162348,1999,Romance,7.4,2760
tt0162360,1999,Crime,6.3,10542
tt0162426,1998,Crime,7.1,5952
tt0162540,1997,Drama,7.1,29
tt0162556,1998,Comedy,6.3,891
tt0162563,1998,History,5.7,111
tt0162662,1999,Drama,6.1,1231
tt0162677,1999,Crime,6.7,43574
tt0162711,2000,Mystery,4.9,1673
tt0162779,1998,Drama,6.7,14
tt0162830,1999,Drama,7.1,5342
tt0162874,1998,Drama,5.3,381
tt0162900,1998,Drama,7.1,41
tt0162930,1998,Horror,1.8,3559
tt0162958,1998,Drama,5.9,2148
tt0163069,1998,Romance,4.1,495
tt0163080,2000,Musical,5.7,570
tt0163084,1999,Music,6.4,482
tt0163154,1998,Thriller,6.4,55
tt0163166,1999,Comedy,5.2,945
tt0163246,2001,Romance,3.2,217
tt0163262,1998,Drama,7.0,26
tt0163511,1998,Action,6.0,868
tt0163529,1998,Action,4.2,234
tt0163563,1998,Drama,7.0,3467
tt0163581,1998,Fantasy,6.4,273
tt0163595,1998,Thriller,6.6,36
tt0163596,2001,Mystery,5.2,204
tt0163604,1998,Documentary,7.2,17
tt0163728,1998,Thriller,3.1,11
tt0163818,1998,Comedy,6.1,5814
tt0163833,1997,Comedy,5.4,58
tt0163882,1999,Drama,6.5,73
tt0164008,1999,Thriller,5.7,604
tt0164015,1999,Adventure,6.8,23
tt0164052,2000,Horror,5.9,144287
tt0164092,1995,Comedy,4.2,24
tt0164108,1999,Comedy,5.7,11682
tt0164136,1998,Romance,7.6,75
tt0164181,1999,Mystery,6.9,92084
tt0164182,2000,Drama,8.3,16
tt0164192,2000,Horror,4.8,989
tt0164221,1999,Comedy,5.1,3124
tt0164307,1998,Drama,4.0,26
tt0164334,2001,Crime,6.4,101714
tt0164368,1999,Drama,6.6,2647
tt0164451,1998,Romance,6.2,69
tt0164538,1998,Romance,7.5,32970
tt0164630,1999,Family,4.6,69
tt0164767,1998,Animation,6.2,119
tt0164768,1996,Comedy,5.9,55
tt0164803,1998,Documentary,6.2,25
tt0161978,1997,Adventure,6.9,475
tt0162030,2001,Thriller,3.3,395
tt0162348,1999,Comedy,7.4,2760
tt0163080,2000,Animation,5.7,570
tt0163246,2001,Comedy,3.2,217
tt0163511,1998,Comedy,6.0,868
tt0163529,1998,Thriller,4.2,234
tt0163581,1998,Romance,6.4,273
tt0164008,1999,Comedy,5.7,604
tt0164136,1998,Drama,7.6,75
tt0164451,1998,Comedy,6.2,69
tt0164887,1997,Drama,4.8,211
tt0164917,1998,Adventure,6.5,4452
tt0164932,1999,Documentary,8.9,20
tt0165086,1999,Comedy,5.3,463
tt0165165,1998,Comedy,6.1,72
tt0165210,1997,Drama,6.0,15
tt0165396,1999,Comedy,4.2,1663
tt0165401,1995,Crime,3.4,72
tt0165409,1998,Thriller,6.1,401
tt0165414,1997,Thriller,4.7,130
tt0165454,1999,Thriller,5.5,1303
tt0165642,2000,Drama,3.2,194
tt0165643,1999,Music,5.0,6186
tt0165709,1996,Action,3.8,91
tt0165798,1999,Crime,7.5,102223
tt0165800,2000,Thriller,3.9,702
tt0165802,1998,Drama,7.0,53
tt0165807,1998,Family,5.8,361
tt0165828,1998,Comedy,6.9,425
tt0165832,2002,Drama,7.5,39852
tt0165890,1997,Fantasy,6.7,67
tt0165895,1999,Thriller,5.3,510
tt0165916,1998,Crime,5.0,134
tt0165946,1998,Crime,6.3,135
tt0165986,1998,Drama,6.7,501
tt0165994,1999,Adventure,5.2,751
tt0166013,2000,Crime,6.4,806
tt0166014,1998,Adventure,4.3,94
tt0166123,1997,Drama,4.7,119
tt0166160,1999,Drama,5.9,199
tt0166169,1998,Documentary,7.4,583
tt0166177,1999,Drama,7.0,33
tt0166199,1999,Thriller,4.3,435
tt0166247,1998,Adventure,6.2,132
tt0166252,1999,Comedy,5.5,4823
tt0166275,1998,Biography,7.5,40
tt0166280,1997,Comedy,5.8,109
tt0166286,1998,Action,5.8,61
tt0166314,1998,Action,6.5,1259
tt0166321,1998,Family,5.3,578
tt0166370,2000,Fantasy,4.8,2216
tt0166382,1998,Crime,5.5,103
tt0166383,1998,Romance,6.8,347
tt0166486,1998,Romance,8.2,695
tt0166487,1998,Drama,6.1,132
tt0166488,1998,Thriller,6.4,23
tt0166496,1999,Thriller,3.6,62
tt0166501,1997,Horror,5.7,67
tt0166515,1998,Drama,3.6,57
tt0166556,1998,Adventure,7.0,5916
tt0166601,1999,Drama,5.8,694
tt0166621,1998,Drama,5.9,181
tt0166635,1999,Drama,6.6,400
tt0166649,1999,Thriller,7.1,48
tt0166651,1998,Comedy,5.2,89
tt0166667,1995,Documentary,5.4,16
tt0166695,1998,Drama,5.4,372
tt0166714,1998,Drama,6.7,23
tt0166808,1998,Horror,5.9,2013
tt0166871,2006,Comedy,6.7,148
tt0167071,1999,Horror,4.9,53
tt0167099,1999,Comedy,6.4,140
tt0167106,1999,Horror,7.1,31
tt0167110,1999,Comedy,4.8,255
tt0167124,1997,Drama,4.8,43
tt0167183,2000,Comedy,4.8,229
tt0167194,1998,Thriller,4.2,484
tt0167209,1996,Documentary,7.7,19
tt0167210,1998,Comedy,4.9,190
tt0167215,1999,Drama,3.8,1026
tt0167311,1995,Crime,5.7,51
tt0167331,1999,Comedy,8.1,6733
tt0167336,1999,Romance,5.8,224
tt0167339,1999,Thriller,5.9,35
tt0167341,1998,Family,5.6,1288
tt0167347,2006,Documentary,6.2,20
tt0167350,1998,Horror,4.9,1804
tt0167380,2000,History,6.5,386
tt0167787,1998,Comedy,6.0,182
tt0167832,1999,Sci-Fi,5.3,736
tt0167833,1999,Sport,4.9,273
tt0168023,1998,Comedy,5.2,385
tt0168035,1999,Action,5.2,444
tt0168064,2004,Romance,6.9,17
tt0168068,1998,Action,3.4,252
tt0168075,1998,Horror,4.0,119
tt0168199,1999,Comedy,6.4,978
tt0168252,1996,Documentary,8.7,9
tt0164917,1998,Action,6.5,4452
tt0165409,1998,Drama,6.1,401
tt0165643,1999,Crime,5.0,6186
tt0166247,1998,Drama,6.2,132
tt0166252,1999,Drama,5.5,4823
tt0166321,1998,Adventure,5.3,578
tt0166486,1998,Drama,8.2,695
tt0166649,1999,Comedy,7.1,48
tt0166651,1998,Drama,5.2,89
tt0166808,1998,Drama,5.9,2013
tt0167336,1999,Drama,5.8,224
tt0168199,1999,Drama,6.4,978
tt0168450,1998,Drama,7.6,171
tt0168473,1997,Animation,4.8,670
tt0168501,1999,Drama,6.7,12614
tt0168504,2000,Crime,5.5,1882
tt0168515,2000,Music,7.7,815
tt0168533,1999,Comedy,6.0,22
tt0168541,1998,Documentary,6.4,187
tt0168563,1999,Family,5.5,506
tt0168684,1998,Biography,7.1,143
tt0168708,1997,Sci-Fi,6.2,32
tt0168714,2000,Action,3.1,41
tt0168734,1998,Drama,6.4,313
tt0168785,1999,Action,3.7,906
tt0168787,1998,Drama,5.7,679
tt0168808,1998,Sport,7.3,59
tt0168817,1998,Drama,5.7,56
tt0168849,1998,Drama,7.0,82
tt0168856,2000,Animation,6.1,7900
tt0168908,1998,Documentary,6.5,15
tt0168947,1998,Drama,7.5,10
tt0168960,1998,Comedy,7.3,159
tt0168978,1998,Mystery,7.1,70
tt0168987,1999,Drama,6.1,8998
tt0169024,1998,Documentary,7.4,1063
tt0169026,1998,Documentary,8.4,9
tt0169106,1998,Drama,6.1,235
tt0169134,1998,Biography,5.3,54
tt0169165,1998,History,7.8,23
tt0169190,1999,Drama,6.1,464
tt0169214,1997,Drama,5.8,148
tt0169232,1998,Drama,7.3,26
tt0169252,1999,Thriller,5.8,19
tt0169272,1999,Crime,5.0,761
tt0169324,2000,Crime,5.6,951
tt0169339,1999,Drama,6.9,95
tt0169346,1999,Sci-Fi,5.5,24
tt0169347,1999,Drama,6.5,1185
tt0169348,1998,Drama,5.8,92
tt0169548,1998,Comedy,6.0,474
tt0169574,1997,Drama,6.5,47
tt0169579,2003,Drama,6.4,48
tt0169585,1998,Comedy,6.0,90
tt0169600,1998,Drama,7.8,13
tt0169612,1998,Documentary,7.9,26
tt0169624,1998,Drama,6.6,91
tt0169639,1998,Comedy,5.4,349
tt0169652,1997,Adult,6.9,102
tt0169880,1997,Animation,7.2,16646
tt0170008,2001,Comedy,5.2,189
tt0170107,1999,Action,4.5,954
tt0170180,1996,Adventure,6.8,764
tt0170181,1995,Action,6.9,1038
tt0170259,1999,Comedy,7.2,3384
tt0170363,1998,Comedy,5.5,80
tt0170452,2000,Drama,5.1,684
tt0170508,2004,History,6.7,210
tt0170517,2001,Biography,6.1,602
tt0170549,1999,Comedy,6.0,138
tt0170568,1999,Romance,6.2,108
tt0170623,1999,Comedy,6.5,136
tt0170624,1997,Comedy,6.2,227
tt0170626,1999,Romance,6.1,157
tt0170705,1998,Comedy,7.6,9875
tt0171049,1999,Drama,3.7,1478
tt0171053,1999,Drama,6.0,130
tt0171062,1999,Action,5.4,98
tt0171126,2000,Crime,4.8,8
tt0171135,1998,Crime,5.7,1082
tt0171227,1999,Action,3.9,1614
tt0171308,1999,Thriller,4.9,261
tt0171311,1999,Family,5.7,279
tt0171497,1999,Horror,3.4,176
tt0171576,1999,Romance,4.7,956
tt0172156,2003,Action,6.6,284290
tt0172163,1996,Thriller,4.2,247
tt0172184,1999,Action,2.8,1471
tt0172240,1998,Drama,6.4,55
tt0172360,1998,Crime,4.8,47
tt0172505,1995,Comedy,5.8,138
tt0172515,1999,Comedy,5.5,712
tt0172519,1995,Romance,4.1,2702
tt0172534,1997,Romance,5.1,773
tt0168515,2000,Documentary,7.7,815
tt0168684,1998,Documentary,7.1,143
tt0168808,1998,Documentary,7.3,59
tt0168856,2000,Adventure,6.1,7900
tt0169134,1998,Romance,5.3,54
tt0169880,1997,Drama,7.2,16646
tt0170259,1999,Drama,7.2,3384
tt0170508,2004,Drama,6.7,210
tt0170568,1999,Drama,6.2,108
tt0171311,1999,Drama,5.7,279
tt0172156,2003,Comedy,6.6,284290
tt0172534,1997,Action,5.1,773
tt0168856,2000,Comedy,6.1,7900
tt0180242,1999,Fantasy,6.2,855
tt0180286,1998,Documentary,8.3,28
tt0180303,1999,Romance,5.5,676
tt0180316,1999,Comedy,6.0,897
tt0180545,1999,History,6.5,100
tt0180596,1999,Comedy,5.6,23
tt0180607,1998,Comedy,3.5,265
tt0180679,2001,Fantasy,6.3,2124
tt0180685,1998,Action,6.1,218
tt0180742,1995,Horror,4.9,55
tt0180747,1998,Comedy,5.9,86
tt0180754,1997,Thriller,3.7,220
tt0180804,1996,Biography,7.0,76
tt0180812,1998,Drama,3.7,511
tt0180837,2000,Romance,6.3,1910
tt0181287,1999,Documentary,7.5,498
tt0181289,1999,Comedy,5.3,239
tt0181299,1999,Thriller,4.3,734
tt0181301,1999,Drama,4.5,197
tt0181312,1999,Fantasy,5.1,80
tt0181316,1999,Crime,6.4,92866
tt0181342,1999,Comedy,4.4,201
tt0181396,1999,Comedy,6.3,1719
tt0181466,1998,Sci-Fi,4.6,41
tt0181503,1996,Adventure,6.7,121
tt0181530,1999,History,7.4,5318
tt0181536,2000,Sport,7.3,92356
tt0181547,1998,Crime,6.4,1525
tt0181549,1999,Romance,5.3,760
tt0181578,1999,Drama,6.3,225
tt0181602,1999,Action,2.7,992
tt0181619,1998,Comedy,6.4,35
tt0181650,1999,Documentary,7.5,14
tt0181682,1997,Drama,5.9,17
tt0181696,1998,Comedy,4.2,394
tt0181733,1999,Sport,7.3,495
tt0181798,1997,Documentary,7.6,16
tt0181804,1999,Crime,5.2,520
tt0181819,2000,Drama,5.7,293
tt0181830,1999,Romance,6.8,1569
tt0181836,2000,Action,5.7,2677
tt0181838,1999,Action,3.5,1118
tt0181850,1997,Mystery,4.2,361
tt0181865,2000,Crime,7.5,227582
tt0181945,2000,Drama,5.7,165
tt0181984,2000,Drama,7.0,59116
tt0182000,2001,Crime,5.8,8277
tt0182236,1998,Romance,6.5,382
tt0182295,2000,Comedy,5.9,5070
tt0182789,1999,Romance,6.9,130085
tt0183256,1996,Adult,4.6,132
tt0183280,2000,Action,3.4,434
tt0183306,1998,War,7.7,3302
tt0183349,1997,Documentary,7.1,68
tt0183423,2000,Drama,3.8,136
tt0183522,1998,Crime,7.9,49
tt0183548,1999,Crime,6.5,74
tt0183550,2000,Romance,6.4,590
tt0183595,2000,Documentary,7.1,247
tt0183613,1999,Crime,5.5,985
tt0183639,2000,Western,4.5,186
tt0180804,1996,Documentary,7.0,76
tt0180837,2000,Comedy,6.3,1910
tt0181547,1998,Drama,6.4,1525
tt0181549,1999,Drama,5.3,760
tt0181733,1999,Documentary,7.3,495
tt0181838,1999,Thriller,3.5,1118
tt0181865,2000,Thriller,7.5,227582
tt0183548,1999,Documentary,6.5,74
tt0183550,2000,Drama,6.4,590
tt0181865,2000,Drama,7.5,227582
tt0183649,2002,Crime,7.1,298265
tt0183790,2001,Drama,7.0,214519
tt0183808,2000,Crime,4.9,636
tt0183860,1997,Drama,6.3,93
tt0183885,1998,Drama,5.6,149
tt0183891,1997,Drama,6.2,45
tt0183892,1997,Fantasy,4.6,335
tt0183902,1999,Animation,6.0,158
tt0183930,1998,Sci-Fi,5.2,11
tt0183933,1996,Action,6.0,147
tt0183946,2000,Comedy,5.6,119
tt0184005,1999,Action,5.3,2970
tt0184009,2000,Comedy,6.0,38
tt0184018,1999,Drama,4.9,277
tt0184178,1998,War,6.6,237
tt0184354,1998,Drama,6.0,803
tt0184384,1999,Drama,6.8,134
tt0184387,2002,Mystery,7.3,19
tt0184392,1998,Comedy,6.1,139
tt0184457,2000,Action,4.5,213
tt0184516,2000,Animation,5.9,32
tt0184526,1999,Romance,6.0,14414
tt0184622,1998,Drama,6.6,84
tt0184765,1997,Documentary,8.1,59
tt0184819,1999,Comedy,6.3,455
tt0184872,1997,Action,7.3,3025
tt0184894,2000,Adventure,6.6,140601
tt0184907,2000,Family,5.2,14362
tt0184973,1999,Action,6.8,230
tt0184979,1999,Thriller,6.1,309
tt0185001,1997,Comedy,4.1,20
tt0185101,1999,Crime,6.1,1848
tt0185152,1998,Comedy,6.4,41
tt0185154,1999,Romance,6.4,504
tt0185247,1999,Drama,6.1,104
tt0185257,1999,Action,4.1,121
tt0185318,1999,Family,3.7,131
tt0185354,1999,Drama,6.5,237
tt0185371,1999,Horror,5.6,62790
tt0185417,1997,Drama,5.6,47
tt0185556,1998,Drama,4.1,179
tt0185664,1999,Drama,6.0,164
tt0185722,1999,Horror,5.6,134
tt0185759,1997,Drama,4.6,11
tt0185855,1997,Romance,6.1,23
tt0185912,1996,Crime,9.2,16
tt0185937,1999,Mystery,6.5,308398
tt0185940,1998,Documentary,6.6,200
tt0186014,1999,Thriller,3.5,181
tt0186029,2000,Comedy,5.0,87
tt0186045,2000,Comedy,5.7,16294
tt0186183,2000,Crime,6.1,4162
tt0186232,1996,Comedy,6.9,13
tt0186240,1999,Comedy,5.4,238
tt0186255,1996,Comedy,5.7,37
tt0186459,1999,Comedy,5.7,101
tt0186462,1998,Drama,5.9,272
tt0186547,1999,Drama,3.5,389
tt0186549,2000,Romance,5.3,440
tt0186566,2000,Thriller,6.5,90029
tt0186658,1998,Crime,5.8,535
tt0186731,1996,Comedy,6.8,35
tt0186785,2004,Drama,7.7,37
tt0186894,2000,Romance,5.8,22283
tt0186895,2001,Drama,5.7,1223
tt0186907,1999,Comedy,2.3,282
tt0186932,1999,Thriller,4.4,448
tt0186975,2000,Romance,5.0,16185
tt0186988,1998,Comedy,3.9,193
tt0187026,1999,History,6.1,99
tt0187078,2000,Crime,6.5,306225
tt0183930,1998,Comedy,5.2,11
tt0185257,1999,Comedy,4.1,121
tt0185318,1999,Adventure,3.7,131
tt0185722,1999,Drama,5.6,134
tt0185855,1997,Comedy,6.1,23
tt0186894,2000,Drama,5.8,22283
tt0186932,1999,Drama,4.4,448
tt0187026,1999,Biography,6.1,99
tt0187026,1999,Documentary,6.1,99
tt0187222,1998,Fantasy,4.7,26
tt0187223,1995,Fantasy,6.6,22
tt0187251,2000,Thriller,4.3,1654
tt0187279,2004,Romance,3.6,822
tt0187320,1999,Documentary,6.5,7
tt0187337,1999,Romance,7.0,22
tt0187579,1999,Drama,6.2,746
tt0187601,1999,Drama,6.2,1368
tt0187696,2000,Horror,6.0,14523
tt0187750,2000,Action,4.7,400
tt0187809,1998,Drama,7.4,1848
tt0187819,1999,Animation,4.9,3712
tt0187838,2005,Drama,7.2,17
tt0187859,1999,Music,7.8,1476
tt0187867,1999,Romance,4.8,169
tt0187995,1999,Mystery,4.8,947
tt0188024,2001,Drama,7.5,25
tt0188045,2000,Comedy,5.4,327
tt0188128,2001,Musical,6.6,1374
tt0188160,2000,Drama,6.1,945
tt0188164,1997,Drama,7.7,400
tt0188214,1999,Drama,6.4,12
tt0188256,1997,Comedy,4.9,78
tt0188453,2001,Crime,6.0,26963
tt0188460,1999,Comedy,6.5,490
tt0188503,1998,Crime,7.0,6603
tt0188506,1999,Animation,5.8,580
tt0188575,2001,Action,5.6,83
tt0188616,1999,Comedy,5.8,132
tt0188750,1999,Crime,6.9,232
tt0188992,1997,Fantasy,7.6,10
tt0189117,1997,Drama,7.6,38
tt0189118,1999,Romance,6.2,250
tt0189184,1999,Sci-Fi,3.8,575
tt0189201,1999,Comedy,4.2,530
tt0189340,1997,Crime,4.3,403
tt0189404,1997,Drama,3.3,43
tt0189441,1999,Drama,6.2,15
tt0189456,2000,Horror,4.4,4008
tt0189492,1998,Crime,6.8,2380
tt0189500,1995,Action,5.6,75
tt0189582,1999,Crime,6.7,127
tt0189584,1999,Comedy,6.5,15363
tt0189791,1999,Fantasy,4.3,433
tt0189796,1996,Drama,5.4,165
tt0189810,1999,Thriller,3.9,454
tt0189981,1999,Thriller,6.3,1212
tt0190027,1999,Sport,6.7,156
tt0190052,2000,Drama,4.3,140
tt0190053,1995,Mystery,5.3,70
tt0190082,1998,Comedy,5.6,20
tt0190138,2000,Crime,6.7,134399
tt0190217,1998,Comedy,7.5,62
tt0190231,1995,Drama,5.6,643
tt0190261,1997,Romance,8.5,8
tt0190332,2000,Adventure,7.9,291069
tt0190346,2000,Drama,5.7,1121
tt0190387,1999,Thriller,4.9,170
tt0190419,1998,Drama,7.2,12650
tt0190479,1995,Action,4.3,200
tt0190524,2000,Fantasy,4.4,11024
tt0190655,1998,Comedy,5.2,77
tt0190818,1995,Fantasy,5.4,29
tt0187223,1995,Action,6.6,22
tt0188503,1998,Horror,7.0,6603
tt0189340,1997,Action,4.3,403
tt0189582,1999,Comedy,6.7,127
tt0190332,2000,Action,7.9,291069
tt0190524,2000,Action,4.4,11024
tt0189340,1997,Thriller,4.3,403
tt0195067,1999,Comedy,3.8,13
tt0195119,2003,Romance,5.9,103
tt0195157,1998,Documentary,7.4,154
tt0195178,1995,Documentary,7.8,50
tt0195181,1999,Romance,6.2,98
tt0195185,1999,Drama,5.6,332
tt0195231,1998,Action,8.2,18048
tt0195335,1999,Drama,3.9,159
tt0195368,1999,Action,5.9,109
tt0195369,1999,Drama,5.3,112
tt0195376,1998,Documentary,6.2,51
tt0195393,2001,Thriller,4.3,138
tt0195551,2005,Drama,6.5,68
tt0195567,1996,Action,6.9,21
tt0195631,2000,Drama,5.0,429
tt0195640,1997,Documentary,8.3,25
tt0195656,1999,Comedy,4.3,898
tt0195860,2000,Drama,5.3,58
tt0195861,1999,Comedy,5.9,97
tt0195938,1998,Documentary,7.1,281
tt0195945,2000,Comedy,6.1,46692
tt0195960,1999,Family,5.3,851
tt0196068,2001,Romance,4.7,256
tt0196102,1999,Comedy,5.2,434
tt0196185,1998,Comedy,3.8,264
tt0196194,1999,Comedy,4.6,34
tt0196216,2000,Crime,6.7,42033
tt0196219,2000,Drama,2.2,1284
tt0196223,2000,Drama,5.4,1508
tt0196231,1998,Drama,3.0,51
tt0196267,2000,Drama,4.4,16754
tt0196333,1996,Documentary,7.4,9
tt0196347,1998,Drama,6.8,50
tt0196355,1999,Drama,6.0,1135
tt0196459,1998,Romance,5.0,301
tt0196480,1996,Drama,3.3,28
tt0196502,1998,Family,5.8,112
tt0196596,1999,Adventure,5.8,693
tt0196635,1999,Action,4.8,2544
tt0196637,1996,Adult,7.8,50
tt0196703,1999,Comedy,6.5,21
tt0196811,2004,History,6.5,3947
tt0196983,1996,Drama,6.6,161
tt0196984,1999,Documentary,4.8,70
tt0197094,1999,Drama,6.3,3908
tt0197208,1999,Drama,6.2,140
tt0197213,1999,Crime,6.9,989
tt0197240,1996,Drama,8.0,33
tt0197256,1998,Drama,5.4,496
tt0197294,1997,Drama,7.9,584
tt0197402,2000,Drama,6.6,1464
tt0197516,1999,Drama,7.3,43
tt0197523,1999,Sport,3.9,403
tt0197740,2000,Drama,6.6,63
tt0197858,2000,Comedy,4.6,39
tt0197922,1999,Drama,5.1,221
tt0197955,1999,Documentary,6.7,27
tt0198001,1999,Documentary,8.2,16
tt0198009,1998,Crime,4.7,238
tt0198284,2000,Comedy,4.4,892
tt0198437,1999,Comedy,4.6,99
tt0198438,2000,Comedy,7.1,65
tt0198460,2000,Family,5.8,315
tt0198520,1997,Horror,6.2,65
tt0198586,1999,Thriller,6.7,366
tt0198654,2000,Drama,7.0,607
tt0198837,1999,Action,6.5,4467
tt0198853,1998,Crime,6.0,98
tt0195231,1998,Drama,8.2,18048
tt0198009,1998,Romance,4.7,238
tt0198284,2000,Drama,4.4,892
tt0198853,1998,Comedy,6.0,98
tt0198871,1999,Comedy,4.3,300
tt0198903,2000,Comedy,5.1,290
tt0198970,2000,Action,5.7,13
tt0199000,2000,History,6.0,420
tt0199116,1995,Drama,7.2,40
tt0199129,2000,Drama,6.2,294
tt0199131,1998,Documentary,5.4,6
tt0199314,2000,Romance,5.8,6952
tt0199354,1998,Comedy,7.2,1405
tt0199504,2000,Crime,5.3,70
tt0199600,2001,Comedy,6.3,9
tt0199602,2004,Comedy,6.1,45
tt0199642,1998,Drama,6.5,16
tt0199663,1999,Adventure,5.6,331
tt0199685,1998,Adventure,5.8,130
tt0199725,2000,Drama,7.2,26027
tt0199729,2000,Comedy,7.2,56
tt0199744,2000,Drama,5.1,433
tt0199753,2000,Thriller,5.7,61712
tt0199772,1995,Drama,2.7,361
tt0199898,2001,Comedy,4.8,311
tt0199950,1999,Adventure,5.0,919
tt0199975,1999,Crime,5.2,486
tt0200027,2001,Comedy,6.5,31513
tt0200087,1999,Action,8.1,28364
tt0200171,2000,Drama,6.3,222
tt0200245,1999,Comedy,4.4,1359
tt0200267,1999,Drama,7.4,5560
tt0200314,1999,Adventure,6.4,38
tt0200441,1996,Biography,7.1,231
tt0200465,2008,Thriller,7.2,195316
tt0200486,1998,Crime,6.4,330
tt0200669,2000,Romance,5.9,4710
tt0200737,1998,Drama,7.6,54
tt0200939,1999,Drama,6.2,118
tt0201020,2001,Drama,6.3,218
tt0201195,1996,Comedy,7.7,18
tt0201479,2001,Crime,3.9,710
tt0201484,2000,Thriller,4.6,876
tt0201689,1997,Drama,6.0,17
tt0201694,2001,Action,2.6,1189
tt0201721,1999,Sci-Fi,5.0,668
tt0201726,2000,Comedy,4.6,377
tt0201794,1999,Drama,5.3,115
tt0201893,1998,Documentary,8.4,47
tt0201934,2003,Drama,4.6,80
tt0201951,1999,Drama,6.0,248
tt0202055,1999,Drama,8.1,2097
tt0202077,1999,Drama,7.2,397
tt0202236,2000,Drama,4.7,1021
tt0202283,1999,Drama,7.1,451
tt0202316,2000,Comedy,4.2,14
tt0202346,1998,Action,4.4,266
tt0202347,1996,Thriller,5.2,23
tt0202378,1996,Drama,6.0,17
tt0202381,1999,Comedy,6.1,11027
tt0202383,1999,Crime,6.3,289
tt0202470,2001,Music,6.3,46684
tt0202484,1999,Documentary,6.8,14
tt0202536,1999,Animation,4.5,156
tt0202559,1999,Comedy,7.5,6397
tt0202623,2002,Comedy,5.4,5084
tt0202665,1995,Drama,6.2,94
tt0202682,1999,Drama,6.7,560
tt0202695,2003,Sci-Fi,5.4,88
tt0199685,1998,Action,5.8,130
